Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
1.64793	2	1	0	0	8.42308
1.64893	2	1	0	0	8.42308
1.64993	2	1	0	0	8.42308
1.65093	2	1	0	0	8.42308
1.65193	2	1	0	0	8.42308
1.65293	2	1	0	0	8.42308
1.65393	2	1	0	0	8.42308
1.65493	2	1	0	0	8.42308
1.65593	2	1	0	0	5.41278
1.65593	2	1	0	1	7.11086
1.65693	2	1	0	0	5.41278
1.65693	2	1	0	1	7.11086
1.65793	2	1	0	0	8.42308
1.65893	2	1	0	0	5.41278
1.65893	2	1	0	1	7.11086
1.65993	2	1	0	0	8.42308
1.66093	2	1	0	0	8.42308
1.66193	2	1	0	0	8.42308
1.66293	2	1	0	0	5.41278
1.66293	2	1	0	1	7.11086
1.66393	2	1	0	0	8.42308
1.66493	2	1	0	0	5.41278
1.66493	2	1	0	1	7.11086
1.66593	2	1	0	0	8.42308
1.66693	2	1	0	0	8.42308
1.66793	2	1	0	0	8.42308
1.66893	2	1	0	0	8.42308
1.66993	2	1	0	0	8.42308
